Industry Clean,Mapped,count,Industry Ref
Non-Profit Organization Management,true,1,Nonprofit Resource Development
Publishing,true,1,Nonprofit scholarly publishing
Non-Profit Organization Management,true,1,Nonprofit sector/public policy
Non-Profit Organization Management,true,1,Nonprofit social services org
Non-Profit Organization Management,true,1,Nonprofit Theater/Events
Non-Profit Organization Management,true,1,Nonprofit youth services
Non-Profit Organization Management,true,1,Nonprofit-ish
Non-Profit Organization Management,true,1,Nonprofit—Social Justice organization
Primary & Secondary Education,true,1,"Nonprofit, Arts, Education"
Hospital & Health Care,true,1,"Nonprofit, community health"
Hospital & Health Care,true,1,"Nonprofit, health related"
Non-Profit Organization Management,true,1,"Nonprofit, higher ed"
Non-Profit Organization Management,true,1,"Nonprofit, independent school"
Non-Profit Organization Management,true,1,"Nonprofit, policy advocacy"
Higher Education,true,1,"Nonprofit, related to higher education"
Non-Profit Organization Management,true,1,Nonprofit; ministry
Non-Profit Organization Management,true,1,nonprofit; wildlife conservation
Hospital & Health Care,true,1,Nonprofit: digital health education
Non-Profit Organization Management,true,1,Nonprofit/Animal Welfare
Hospital & Health Care,true,1,NonProfit/Community Health Care
Non-Profit Organization Management,true,1,Nonprofit/cultural/historical
Primary & Secondary Education,true,1,Nonprofit/Education/Association
Non-Profit Organization Management,true,1,Nonprofit/Finance
Non-Profit Organization Management,true,1,Nonprofit/Foundation
Non-Profit Organization Management,true,1,Nonprofit/Higher Ed
Non-Profit Organization Management,true,1,Nonprofit/media
Mental Health Care,true,1,Nonprofit/mental health
Political Organization,true,1,Nonprofit/political advocacy
Non-Profit Organization Management,true,1,nonprofit/transportation
Non-Profit Organization Management,true,1,Nonprofits - museums
Non-Profit Organization Management,true,1,Nonprofits (think tank)
Research,true,1,Nonprofits/Academia
Non-Profit Organization Management,true,1,Nonprofits/Museum
Non-Profit Organization Management,true,1,Not for profit - community care
Primary & Secondary Education,true,1,Not for Profit Education
Non-Profit Organization Management,true,1,Not for profit scientific research
Non-Profit Organization Management,true,1,Not For Profit Tech Incubator
Fine Art,true,1,Not For Profit- Art Gallery
Fine Art,true,1,Not-for-profit arts and culture
Non-Profit Organization Management,true,1,Not-for-profit Association
Non-Profit Organization Management,true,1,not-for-profit organization
Fine Art,true,1,"Not-For-Profit, The Arts"
Nuclear Demolition,,1,Nuclear Demolition
Nuclear medicine,,1,Nuclear medicine
Nuclear power generation,,1,Nuclear power generation
nursery,,1,nursery
Hospital & Health Care,true,1,Nursing/healthcare
Insurance,true,1,Nursing/insurance
Manufacturing,true,1,Nutraceutical Manufacturing
Government Administration,true,1,NYC Government
O & G,,1,O & G
Public Safety,true,1,Occupational safety
Hospital & Health Care,true,1,Occupational Safety and Health
Ocean Conservation,,1,Ocean Conservation
Automotive,true,1,OEM / Automotive / Automation
OEM Equipment,,1,OEM Equipment
Retail,true,1,Off Price Retail
Office Admin,,1,Office Admin
Furniture,true,1,Office Furniture Installation
office manager/tax prep,,1,office manager/tax prep
Office Professionals,,1,Office Professionals
Oil & Energy,true,1,Offshore Oil
Oil & Energy,true,1,Oil & Gas / Manufacturing
Oil & Energy,true,1,Oil & Gas Services
Oil & Energy,true,1,Oil & gas/technology
Oil & Energy,true,1,Oil and Energy
Oil & Energy,true,1,Oil and Gas Contractor
Oil & Energy,true,1,Oil and Gas Logistics
Oil & Energy,true,1,Oil and Gas Service Company
Oil & Energy,true,1,Oil and Gas Services
Oil & Energy,true,1,Oil and gas technology
Oil & Energy,true,1,Oil and Gas Training
Environmental Services,true,1,"Oil and gas, environmental"
Oil & Energy,true,1,"oil and gas, power"
Oil & Energy,true,1,"Oil and Gas, Power and Emission"
Oil & Energy,true,1,Oil and Gas\Energy
Oil & Energy,true,1,oil field
Oil & Energy,true,1,Oil has
Oil & Energy,true,1,Oil plants
Oil & Energy,true,1,Oil/Energy
Oil & Energy,true,1,Oilfield
Oil & Energy,true,1,Oilfield Services
Older Adult Services,,1,Older Adult Services
Omnichannel Solutions,,1,Omnichannel Solutions
on-campus employment,,1,on-campus employment
Oncology,,1,Oncology
Computer Software,true,1,Oncology software
Media,true,1,Online Communictions/Social Media
Online contract work,,1,Online contract work
Legal Services,true,1,online legal news
Media,true,1,Online media/communications
Media,true,1,Online media/tech
Online Payments,,1,Online Payments
Retail,true,1,Online retail fraud investigations
Online sales,,1,Online sales
"Leisure, Travel & Tourism",true,1,Online Travel
Operations,,1,Operations
Operations/HR,,1,Operations/HR
Computer Networking,true,1,Optical Networking
Hospital & Health Care,true,1,Optical/Healthcare
Professional Training & Coaching,true,1,Organizational development and training
Computer Software,true,1,Orthodontic Practice Management Software
Orthodontics,,1,Orthodontics
Orthotics and Prosthetics,,1,Orthotics and Prosthetics
Outdoor Amusement,,1,Outdoor Amusement
Outdoor Equipment,,1,Outdoor Equipment
Furniture,true,1,Outdoor Furniture Customer Service
Retail,true,1,Outdoor Retail
Sports,true,1,Outdoor Sports
Mental Health Care,true,1,outpatient mental health
Staffing and Recruiting,true,1,Outsourced Recruiting/HR
Outsourcing,,1,Outsourcing
Primary & Secondary Education,true,1,P12 Education
Package/Freight Delivery,true,1,Package Delivery
Manufacturing,true,1,Package Manufacturing
Food & Beverages,true,1,Packaged Food and Beverage
Packaging and Containers,true,1,Packaging & Reconditioning
Packaging and Containers,true,1,Packaging and Containers
Packaging and Containers,true,1,Packaging industry
Packaging and Containers,true,1,Packaging Materials and Equipment
Paint,,1,Paint
Paint & Coatings,,1,Paint & Coatings
Paint and Coatings,,1,Paint and Coatings
Paint Supply,,1,Paint Supply
Painting,,1,Painting
PAINTING AND FINISHINGS,,1,PAINTING AND FINISHINGS
"Painting, Stucco",,1,"Painting, Stucco"
Paper & Forest Products,true,1,Paper and print
Paper & Forest Products,true,1,Paper Products
Parenting,,1,Parenting
Parking,,1,Parking
Parks & Rec,,1,Parks & Rec
Recreational Facilities and Services,true,1,parks & recreation
Construction,true,1,Partitioning/construction
Parts Distribution,,1,Parts Distribution
Passive fire protection,,1,Passive fire protection
Financial Services,true,1,Payments/Financial Services
Payroll/HR,,1,Payroll & HR
Human Resources,true,1,Payroll & Human Resource Management
Payroll and Benefits,,1,Payroll and Benefits
Human Resources,true,1,Payroll Human Capital Management
PE,,1,PE
Pension Administration,,1,Pension Administration
Pensions,,1,Pensions
PEO,,1,PEO
People Analytics,,1,People Analytics
People with disabilities,,1,People with disabilities
Chemicals,true,1,Performance Materials - Chemical Manufacturing
Performing Arts,true,1,Performing arts (technical theater)
Performing Arts,true,1,Performing arts/classical music
Performing Arts,true,1,Performing Arts/Fundraising
Permanent makeup,,1,Permanent makeup
Banking,true,1,Personal Banking
Personal Care,,1,Personal Care
Pet care (corporate),,1,Pet care (corporate)
Food & Beverages,true,1,Pet Food
Consumer Goods,true,1,Pet Hardgoods
Pet industry,,1,Pet industry
Pet Services,,1,Pet Services
Petrochem,,1,Petrochem
Chemicals,true,1,Petrochemical process development
Pharamceutical,,1,Pharamceutical
Pharm,,1,Pharm
Pharma advertising,,1,Pharma advertising
Pharma sales,,1,Pharma sales
Biotechnology,true,1,Pharma/biotech
Pharmaceutical (Vendor),,1,Pharmaceutical (Vendor)
Dairy,true,1,Pharmaceutical / Dairy / Excipient
Pharmaceutical Analytics,,1,Pharmaceutical Analytics
Pharmaceuticals,,1,Pharmaceutical clinical research
Pharmaceuticals,,1,Pharmaceutical consulting
Pharmaceuticals,,1,Pharmaceutical Consulting Agency
Pharmaceuticals,,1,Pharmaceutical Data
Pharmaceutical Manufacturer,,1,Pharmaceutical Manufacturer
Pharmaceutical Marketing,,1,Pharmaceutical Marketing
Pharmaceuticals,,1,Pharmaceutical Qualification
Professional Training & Coaching,true,1,Pharmaceutical Science Training
Computer Software,true,1,Pharmaceutical software
Pharmaceuticals,,1,Pharmaceutical Technology
Biotechnology,true,1,Pharmaceutical/Biomedical
Medical Devices,true,1,Pharmaceutical/medical devices
Pharmaceuticals,true,1,Pharmaceuticals (CRO)
Pharmaceuticals,true,1,Pharmaceuticals / managed care contracting
Pharmaceuticals,true,1,Pharmaceuticals consulting
Hospital & Health Care,true,1,Pharmacy/Health
Philanthropy,true,1,Philanthropy / Science
Phone customer service/phone tech support,,1,Phone customer service/phone tech support
Photography,true,1,Photography (family and portrait)
Physical commodities trading,,1,Physical commodities trading
Pipeline,,1,Pipeline
Pizzaria,,1,Pizzaria
Planning,,1,Planning
planning and constructing,,1,planning and constructing
Design,true,1,Planning/Design
Planning/Public Involvement,,1,Planning/Public Involvement
Plant nursery/landscaping,,1,Plant nursery/landscaping
Plastic injection molding,,1,Plastic injection molding
Plastic molding,,1,Plastic molding
Plastic Pipe,,1,Plastic Pipe
Plumbing,,1,Plumbing
Plumbing and HVAC,,1,Plumbing and HVAC
Wholesale,true,1,plumbing wholesale
Wholesale,true,1,Plumbing wholesale showroom
Podcasting,,1,Podcasting
Point of Sale,,1,Point of Sale
Poker,,1,Poker
Police,,1,Police
police work,,1,police work
Political Organization,true,1,Political advocacy
Political Organization,true,1,Political Communications
Political Organization,true,1,Political non-profit
Political Organization,true,1,Political/Non Profit
Political Organization,true,1,Politics state level
Political Organization,true,1,Politics/organizing
Polling and Consulting,,1,Polling and Consulting
POS systems,,1,POS systems
POS Technology,,1,POS Technology
Post production,,1,Post production
Post secondary,,1,Post secondary
Post- Secondary Administration,,1,Post- Secondary Administration
Research,true,1,Post-secondary academic institution supprt staff
Postal,,1,Postal
Postal Industry,,1,Postal Industry
Poultry,,1,Poultry
Mining & Metals,true,1,Powdered metal
Computer Software,true,1,Power and Utilites Software
Utilities,true,1,Power and Utilities
Power Origination,,1,Power Origination
Power Solutions,,1,Power Solutions
Power Systems,,1,Power Systems
Construction,true,1,Powerline Construction
PR & creative,,1,PR & creative
Practice Support,,1,Practice Support
Prescription Benefit Management,,1,Prescription Benefit Management
Primary & Secondary Education,true,1,Primary Education
Print advertising,,1,Print advertising
Print Marketing,,1,Print Marketing
Media,true,1,print media
Media,true,1,Print media/newspapers
print/tech,,1,print/tech
Publishing,true,1,Printing and Publishing
Printing,true,1,Printing Services
Private business,,1,Private business
Private Country Club,,1,Private Country Club
Primary & Secondary Education,true,1,Private education
Primary & Secondary Education,true,1,Private Education company
Events Services,true,1,Private Events
Private high school,,1,Private high school
Private Investigations,,1,Private Investigations
Law Practice,true,1,Private law firm
Insurance,true,1,Private Medical Insurance
Private school administration,,1,Private school administration
Primary & Secondary Education,true,1,Private secondary education
Private sector,,1,Private sector
Security and Investigations,true,1,Private Security
Utilities,true,1,Private Utilities
Private Vocational College,,1,Private Vocational College
Higher Education,true,1,"private, non-profit higher education"
Higher Education,true,1,Privatr Higher Education
Primary & Secondary Education,true,1,privte school education
Probation Services,,1,Probation Services
Automotive,true,1,Process Automation
Process Engineering,,1,Process Engineering
Process Industry- Marketing,,1,Process Industry- Marketing
Process Plant,,1,Process Plant
process systems,,1,process systems
Processing,,1,Processing
Design,true,1,Product Design Consulting
Product management,,1,Product management
Design,true,1,Production Design
Accounting,true,1,Professional Accounting
Professional Association Management,,1,Professional Association Management
Professional Employer Organization,,1,Professional Employer Organization
Professional gangsta,,1,Professional gangsta
Non-Profit Organization Management,true,1,Professional organization/certificate program management. Non-profit.
Accounting,true,1,Professional Services - Accounting
Professional Services,,1,Professional Services - Business Development
Legal Services,true,1,Professional Services - Legal
Professional Services,,1,Professional Services (Salesforce Consulting)
Professional Services,,1,Professional Services (Tech/SaaS)
Sports,true,1,Professional Sports
Sports,true,1,Professional Sports (Baseball)
Non-Profit Organization Management,true,1,Professional Trade Association (nonprofit 501c6)
Professional Training & Coaching,true,1,Professional training accreditation
Professional/management services,,1,Professional/management services
Professional/Trade Associations,,1,Professional/Trade Associations
Program evaluation,,1,Program evaluation
International Affairs,true,1,Program evaluation of international development projects
Government Administration,true,1,Project Management Government
Promotional Advertising,,1,Promotional Advertising
Promotional Product Distribution,,1,Promotional Product Distribution
Promotional Products,,1,Promotional Products
Promotions,,1,Promotions
Propane,,1,Propane
Real Estate,true,1,Property / Real Estate
Computer Software,true,1,Property Management Software
Property Manager,,1,Property Manager
Property Preservation,,1,Property Preservation
Government Administration,true,1,Provincial Government Civil Service
Government Administration,true,1,Provincial Government Legal
Psychology research,,1,Psychology research
Public,,1,Public
Accounting,true,1,Public accounting - wine industry only
Accounting,true,1,Public Accounting-Audit
Accounting,true,1,Public accounting: Tax
Public administration,,1,Public administration
Government Administration,true,1,Public Administration (Government)
Public Agency,,1,Public Agency
Non-Profit Organization Management,true,1,Public art nonprofit
Public Consulting,,1,Public Consulting
Public Defense,,1,Public Defense
Primary & Secondary Education,true,1,Public education K - 12
public gardens,,1,public gardens
Hospital & Health Care,true,1,Public Health (Australia)
Hospital & Health Care,true,1,Public health (state)
Hospital & Health Care,true,1,Public Health / Nutrition
Hospital & Health Care,true,1,Public Health/Academia
Hospital & Health Care,true,1,public health/community based organization
Hospital & Health Care,true,1,Public Health/Government
Hospital & Health Care,true,1,public health/government administration
Hospital & Health Care,true,1,Public Health/Local government
Hospital & Health Care,true,1,Public Health/Local Health Department
Hospital & Health Care,true,1,Public Health/Nutrition
Hospital & Health Care,true,1,Public Health/Repro Health
Higher Education,true,1,Public Higher Education Development
Public Horticulture,,1,Public Horticulture
Public Infrastructure,,1,Public Infrastructure
Legal Services,true,1,Public interest legal services
Libraries,,1,Public Librarianism
Government Administration,true,1,Public Libraries (Local Government)
Primary & Secondary Education,true,1,public libraries/education
Government Administration,true,1,public libraries/government
Libraries,,1,Public Library Special Collection
Non-Profit Organization Management,true,1,Public Library/Nonprofit
Public opinion Research,,1,Public opinion Research
Non-Profit Organization Management,true,1,Public policy (nonprofit)
Public Policy,true,1,Public Policy Consulting
Hospital & Health Care,true,1,public policy/public health survey research
Public Practice,,1,Public Practice
Accounting,true,1,Public practice accounting
Hospital & Health Care,true,1,Public Relations (Healthcare PR)
Public Relations and Communications,true,1,Public Relations / Marketing
Fine Art,true,1,Public Relations/Arts
Public Relations and Communications,true,1,Public Relations/Consulting
Public Safety,true,1,Public Safety / Federal Lands
Public School Teacher,,1,Public School Teacher
Environmental Services,true,1,Public sector (environmental)
Government Administration,true,1,Public sector (State government)
Hospital & Health Care,true,1,Public sector health & human services
Public Sector Management Consulting,,1,Public Sector Management Consulting
Public sector urban planning,,1,Public sector urban planning
Airlines/Aviation,true,1,Public servent in aviation industry
Government Administration,true,1,Public Service (Provincial Government)
"Leisure, Travel & Tourism",true,1,Public Service / Tourism
"Public service, social service",,1,"Public service, social service"
Public Service/Finance,,1,Public Service/Finance
Public Television,,1,Public Television
Public Transport,,1,Public Transport
Government Administration,true,1,Public/Government
Non-Profit Organization Management,true,1,Public/private non-profit
Public/State,,1,Public/State
Government Administration,true,1,Public/State Government
Publisher,,1,Publisher
Publishing,true,1,Publishing (academic journals)
Publishing,true,1,Publishing (BtoB magazines)
Publishing,true,1,Publishing (Tech/Business)
Publishing,true,1,Publishing (textbooks)
Publishing,true,1,Publishing / Nonprofit
Publishing,true,1,publishing & media
Publishing,true,1,Publishing and the arts
Publishing,true,1,"Publishing, comics"
Publishing,true,1,"publishing, i guess"
Publishing,true,1,Publishing/Advertising
Publishing,true,1,Publishing/Books
Publishing,true,1,Publishing/Digital media
Publishing,true,1,publishing/journalism
Publishing,true,1,Publishing/Print
Paper & Forest Products,true,1,Pulp & Paper
Paper & Forest Products,true,1,Pulp and Paper
Pump Industry,,1,Pump Industry
QSR,,1,QSR
Quality Control,,1,Quality Control
Hospital & Health Care,true,1,Quality management/healthcare
Food & Beverages,true,1,Quality/Food Safety
Government Administration,true,1,Quasi-governmental economic research
Quick serve restaurant,,1,Quick serve restaurant
Retail,true,1,Quick service retail
Quick Service Restaurant,,1,Quick-service restaurant
Public Safety,true,1,Radiation safety
radio astronomy,,1,radio astronomy
Radio Communications,,1,Radio Communications
Media,true,1,Radio/ Media
Transportation/Trucking/Railroad,true,1,Rail and Track
Transportation/Trucking/Railroad,true,1,Rail Passenger
Oil & Energy,true,1,Rail/Energy
Transportation/Trucking/Railroad,true,1,railcar repair
Transportation/Trucking/Railroad,true,1,Railway vehicle manufacturing
Randy,,1,Randy
Real Estate,true,1,Real Estate - admin
Real Estate,true,1,Real estate - new home construction
Real Estate,true,1,Real Estate - Property Management
Real Estate,true,1,Real Estate (Public Sector)
Real Estate,true,1,Real Estate / Construction
Real Estate,true,1,Real Estate and Development
Real Estate,true,1,Real Estate Development / Property Management
Real Estate,true,1,Real Estate Development and Hospitality
Real Estate,true,1,Real Estate Development Services
Real Estate,true,1,Real Estate Management
Real Estate,true,1,Real Estate Marketing
Real Estate,true,1,Real Estate Mortgage Services
Real Estate,true,1,Real estate valuations
Real Estate,true,1,Real estate/ Design
Real Estate,true,1,Real Estate/Construction
Real Estate,true,1,Real estate/office tenancy
Realty,,1,Realty
Realty/Property Management,,1,Realty/Property Management
Reception,,1,Reception
Records Management,,1,Records Management
Records Management/Archives/Libraries,,1,Records Management/Archives/Libraries
Recreational Facilities and Services,true,1,Recreational non profit
Staffing and Recruiting,true,1,Recruiting Agency
Recruitment & Compliance,,1,Recruitment & Compliance
Recruitment Marketing,,1,Recruitment Marketing
Media,true,1,Recruitment media
Recruitment Process Outsourcing,,1,Recruitment Process Outsourcing
Recyling Industry,,1,Recyling Industry
refinery,,1,refinery
Refining,,1,Refining
refractory,,1,refractory
Refrigeration tech,,1,Refrigeration tech
Refugee Resettlement,,1,Refugee Resettlement
Information Technology and Services,true,1,Refurbished IT Equipment
Transportation/Trucking/Railroad,true,1,Regional transportation authority
Registered Nurse (BSN),,1,Registered Nurse (BSN)
Hospital & Health Care,true,1,Regulation/Healthcare
Chemicals,true,1,Regulatory affairs -chemicals
Non-Profit Organization Management,true,1,Regulatory College (non-profit)
Regulatory compliance,,1,Regulatory compliance
Religious Institutions,true,1,Religion (synagogue)
Religious Institutions,true,1,Religious - Charitable
Religious Institutions,true,1,Religious / Church
Religious Institutions,true,1,Religious Insitutions
Religious Institutions,true,1,Religious leader
Religious Institutions,true,1,Religious services
Relocation Services,,1,Relocation Services
Relocation/Global Mobility,,1,Relocation/Global Mobility
Remodel/countertop sales,,1,Remodel/countertop sales
Oil & Energy,true,1,Renewable Energy - Solar
Oil & Energy,true,1,Renewable Energy Consulting
Renewables & Environment,true,1,Renewable fuels
Renewables & Environment,true,1,Renewable Technology
Renewables & Environment,true,1,Renewables - wind turbine
Retail,true,1,Rental items/ retail sales
Hospital & Health Care,true,1,Reproductive health
Hospital & Health Care,true,1,Reproductive health / non profit
reseach,,1,reseach
Legal Services,true,1,Research (Internet/Legal)
Research / Finance,,1,Research / Finance
"Research & Development, Science & Engineering",,1,"Research & Development, Science & Engineering"
Research Admin,,1,Research Admin
Research Amdinistration,,1,Research Amdinistration
Research and Analytics,,1,Research and Analytics
Higher Education,true,1,Research and Education
Research Compliance (University),,1,Research Compliance (University)
Research Foundation,,1,Research Foundation
Oil & Energy,true,1,Research in Renewable Energy
Research library,,1,Research library
Research Science (Lab),,1,Research Science (Lab)
Hospital & Health Care,true,1,"Research, government, health, biomedicine"
Research,true,1,"Research, nonprofit, education"
Research/Advisory,,1,Research/Advisory
Research/Professional Services,,1,Research/Professional Services
Public Policy,true,1,Research/Public Policy
Researcher,,1,Researcher
Residental Restoration,,1,Residental Restoration
Residential care,,1,Residential care
Residential HVAC Service,,1,Residential HVAC Service
Residential solar installation,,1,Residential solar installation
Resource,,1,Resource
Restaurants,,1,Restaraunt
restaurant franchising,,1,restaurant franchising
Restaurant Industry,,1,Restaurant Industry
Restaurant Supply & Service,,1,Restaurant Supply & Service
"Leisure, Travel & Tourism",true,1,"Restaurant, Hotel, Leisure"
Hospitality,true,1,Restaurant/hospitality supply
Restaurants,true,1,Restaurants and Manufacturing
Research,,1,Retai
Retail,true,1,Retail - Big Data
Retail,true,1,Retail - College Textbooks
Retail,true,1,retail - corporate HQ
Retail,true,1,Retail - corporate level
Retail,true,1,Retail -- surgical supplies
Food & Beverages,true,1,Retail (convenience food store)
Retail,true,1,Retail (Corporate side)
Food & Beverages,true,1,Retail (food co-op)
Retail,true,1,retail (multi-state chain)
Retail,true,1,Retail (small business)
Retail,true,1,retail / Corporate HR
Information Technology and Services,true,1,retail / web / IT
Food & Beverages,true,1,Retail and Food Service
Automotive,true,1,Retail Automotive Tools
Retail,true,1,Retail back office support
Retail,true,1,Retail Consulting
Retail,true,1,Retail corporate marketing
Oil & Energy,true,1,Retail Distribution (Oil and Gas)
Food & Beverages,true,1,Retail food service (grocery store)
Food & Beverages,true,1,"Retail food service, corporate HQ"
Hospital & Health Care,true,1,Retail Healthcare
Retail,true,1,Retail HR
Retail,true,1,retail liquor sales
Retail,true,1,Retail Mail Order
Retail,true,1,Retail marketing
Retail,true,1,Retail NIKE
Retail,true,1,Retail Point of Sale
Retail,true,1,Retail-matress sales
Retail,true,1,Retail-remodeling
Retail,true,1,"Retail, Customer Service"
Retail,true,1,"retail, part time"
Apparel & Fashion,true,1,Retail/Fashion Apparel
Apparel & Fashion,true,1,Retail/Fashion HQ
Hospitality,true,1,Retail/Hospitality
Industrial Automation,true,1,Retail/industrial products
Retail,true,1,retail/manufacturing
Retail,true,1,Retail/Optics
Retail,true,1,Retail/Wholesale
Retail,true,1,retailer (corporate)
Research,,1,Retao;
Retired now,,1,Retired now
Retirement Administration,,1,Retirement Administration
Retirement Benefits,,1,Retirement Benefits
Retirement Community,,1,Retirement Community
Retirement Planning,,1,Retirement Planning
Revenue Cycle Management,,1,Revenue Cycle Management
RF Engineering,,1,RF Engineering
Risk and Compliance/Due Diligence,,1,Risk and Compliance/Due Diligence
Automotive,true,1,Robotics - Automation
Manufacturing,true,1,Rope Manufacturing
Ruber Flooring,,1,Ruber Flooring
Running/Races,,1,Running/Races
RV,,1,RV
SaaS Marketing,,1,SaaS Marketing
SaaS tech company,,1,SaaS tech company
Staffing and Recruiting,true,1,SaaS/Recruiting
SaaS/Technololgy,,1,SaaS/Technololgy
Public Safety,true,1,Safety Products
Public Safety,true,1,Safety Regulation
Professional Training & Coaching,true,1,Safety Training
Cosmetics,true,1,Sales - Fragrance & Cosmetics
Sales and Distribution,,1,Sales and Distribution
Sales and Management,,1,Sales and Management
Sales and Marketing,,1,Sales and Marketing
Sales distribution,,1,Sales distribution
Sales Employement,,1,Sales Employement
Sales Operations,,1,Sales Operations
SALES ORGANIZATION,,1,SALES ORGANIZATION
Non-Profit Organization Management,true,1,Sales--Non-Profit
Salesforce,,1,Salesforce
Sanitation,,1,Sanitation
SASS / Technology,,1,SASS / Technology
Satellite Communications,,1,Satellite Communications
Satellite technology,,1,Satellite technology
Publishing,true,1,Scholarly Publishing
School Administration,,1,School Administration
School Custodial,,1,School Custodial
Primary & Secondary Education,true,1,School District Special Education
Photography,true,1,School Photography
School services and recognition products,,1,School services and recognition products
Biotechnology,true,1,Science - biology
Science (MRI research),,1,Science (MRI research)
Research,,1,Science and engineering R&D
Research,,1,Science and engineering research
Science Collections,,1,Science Collections
Science Laboratory,,1,Science Laboratory
Non-Profit Organization Management,true,1,science non-profit
Publishing,true,1,Science Publishing
Science R&D,,1,Science R&D
science support,,1,science support
Writing and Editing,true,1,science writing
Writing and Editing,true,1,Science writing/editing at a nonprofit
"Science, conservation",,1,"Science, conservation"
Science/database,,1,Science/database
Government Administration,true,1,Science/government
Science/Research,,1,Science/Research
Scientific association,,1,Scientific association
Scientific Instrumentation,,1,Scientific Instrumentation
Non-Profit Organization Management,true,1,scientific nonprofit
Publishing,true,1,Scientific Publishing
Government Administration,true,1,scientific research / government
Publishing,true,1,Scientific Research / Publishing
Biotechnology,true,1,Scientist biology
Mining & Metals,true,1,Scrap Metal Recycling
Printing,true,1,Screen printing
SCUBA Diving,,1,SCUBA Diving
Food Production,true,1,Seafood Processing
Seasonal govt and Ski,,1,Seasonal govt and Ski
Sector,,1,Sector
Securities,,1,Securities
Computer & Network Security,true,1,Security (federal govt contractor)
Computer & Network Security,true,1,Security Contracting
Computer & Network Security,true,1,Security Equipment Manufacturing
Computer & Network Security,true,1,Security GRC
Computer & Network Security,true,1,Security Management
Computer & Network Security,true,1,Security Technology
Seed industry,,1,Seed industry
Self Storage,,1,Self Storage
Self-Driving,,1,Self-Driving
Writing and Editing,true,1,Self-published writer
Design,true,1,Semiconductor design
Semiconductors,,1,Semiconductor Engineering
Semiconductors,,1,Semiconductor industry
Semiconductors,,1,Semiconductor Manufacturers
Senior Living residence,,1,Senior Living residence
Computer Games,true,1,Serious Games
Service - Language Services,,1,Service - Language Services
Law Practice,true,1,Service (law)
Service Businesses,,1,Service Businesses
Service industry,,1,Service industry
Settlement Administration,,1,Settlement Administration
sex,,1,sex
Sexwork,,1,Sexwork
Mining & Metals,true,1,Sheet metal
Ship repair,,1,Ship repair
Shipbuilding,true,1,Shipbuilding
Shopping Center,,1,Shopping Center
Sign,,1,Sign
Sign manufacturer,,1,Sign manufacturer
Manufacturing,true,1,Sign Manufacturing
Silicon engineering,,1,Silicon engineering
Silicon Valley Tech,,1,Silicon Valley Tech
Primary & Secondary Education,true,1,Simulation Education
Hospital & Health Care,true,1,Skin health care
Sleepaway Camp,,1,Sleepaway Camp
Construction,true,1,small construction
Consumer Electronics,true,1,Small Electronics Repair
Small market radio,,1,Small market radio
Utilities,true,1,Smart utilities
So,,1,So
Social and community services,,1,Social and community services
Social Certification,,1,Social Certification
Social Enterprise,,1,Social Enterprise
Social Expressions,,1,Social Expressions
Retail,true,1,"Social expressions, gifts, retail"
Social housing,,1,Social housing
Media,true,1,Social media marketing
Social research,,1,Social research
Research,,1,Social science research (industry)
Research,,1,Social Science Research (or Data Analysis)
Non-Profit Organization Management,true,1,"Social Sector (nonprofits, philanthropy)"
Primary & Secondary Education,true,1,"social services, public education"
Government Administration,true,1,Social Services/County Government
Non-Profit Organization Management,true,1,Social Services/Nonprofit
Non-Profit Organization Management,true,1,Social Work - Nonprofit
Social work - professional development,,1,Social work - professional development
Social work administration,,1,Social work administration
Social work in NGO,,1,Social work in NGO
Mental Health Care,true,1,"Social work, Mental health"
Mental Health Care,true,1,Social work/mental health
Social worker,,1,Social worker
Softtware,,1,Softtware
Computer Software,true,1,Software - commercial
Automotive,true,1,Software - SCADA Automation
Primary & Secondary Education,true,1,Software (education sector)
Computer Software,true,1,Software (Embedded)
Computer & Network Security,true,1,Software (Network Security)
Computer Software,true,1,Software (Startups)
Computer Software,true,1,Software / Ed Tech
Computer Software,true,1,Software Analytics
Computer Software,true,1,Software and Consulting
Computer Software,true,1,Software and Internet
Computer Software,true,1,Software and Services
Computer Software,true,1,Software and Technology
Computer Software,true,1,Software as a Service SaaS
Computer Software,true,1,"Software as a Service, Sports"
Computer Software,true,1,Software as a Service(SaaS)
Computer Software,true,1,Software company
Computer Software,true,1,Software consultancy
Computer Software,true,1,Software consultant
Computer Software,true,1,Software developer
Primary & Secondary Education,true,1,Software Development (Education Technology)
Computer Software,true,1,Software Development (Java Script)
Computer Software,true,1,Software development and QA
Computer Software,true,1,Software Development Tools
Computer Software,true,1,"software development, news media"
Hospital & Health Care,true,1,Software in Healthcare
Computer Software,true,1,Software Products
Computer Software,true,1,Software Publishers
Computer Software,true,1,Software Research and Development
Computer Software,true,1,Software Sales (ECM)
Computer Software,true,1,Software Sales SAAS
Computer & Network Security,true,1,software security research development
Computer Software,true,1,Software Services
Computer Software,true,1,Software tech/apps
Computer Software,true,1,Software Testing
Computer Software,true,1,Software-as-a-Service products
Computer Software,true,1,"Software, Information Services"
Computer Software,true,1,Software/dotcom
Computer Games,true,1,Software/Games
Computer Software,true,1,Software/Gaming
Hospital & Health Care,true,1,Software/Healthcare
Computer Software,true,1,Software/High Tech
SoftwRe,,1,SoftwRe
Sofware,,1,Sofware
Construction,true,1,Solar construction
Solar Sales,,1,Solar Sales
